date,#covid19,#crypto,#bitcoin,#ukraine,#travel,#mondaymotivation,#christmas,#iran,#realestate
31/07/2014,0,0,0,0,11,0,1,0,3
1/8/2014,0,0,3,0,15,0,1,0,2
2/8/2014,0,0,0,0,5,0,0,0,0
3/8/2014,0,0,1,0,8,0,0,0,0
4/8/2014,0,0,1,1,3,2,0,0,3
5/8/2014,0,0,0,0,4,0,1,0,1
6/8/2014,0,0,1,1,5,0,0,0,3
7/8/2014,0,0,0,0,7,0,1,1,4
8/8/2014,0,0,1,0,8,0,1,0,1
9/8/2014,0,0,0,0,7,0,0,0,2
10/8/2014,0,0,2,0,7,0,0,0,0
11/8/2014,0,0,1,0,4,3,0,0,1
12/8/2014,0,0,1,0,9,0,0,0,3
13/08/2014,0,0,1,0,4,0,0,0,0
14/08/2014,0,0,0,1,10,0,0,0,1
15/08/2014,0,0,0,2,7,0,2,0,5
16/08/2014,0,0,0,0,7,0,0,0,0
17/08/2014,0,0,0,0,7,0,0,3,1
18/08/2014,0,0,0,0,3,7,0,0,2
19/08/2014,0,0,1,0,7,1,0,0,1
20/08/2014,0,0,1,0,5,0,0,2,2
21/08/2014,0,0,2,1,8,0,2,0,2
22/08/2014,0,0,0,0,6,0,0,1,3
23/08/2014,0,0,0,0,6,0,0,0,3
24/08/2014,0,0,0,1,11,0,1,2,4
25/08/2014,0,0,1,0,9,2,0,1,4
26/08/2014,0,0,1,0,9,0,0,1,3
27/08/2014,0,0,0,2,5,0,0,0,1
28/08/2014,0,0,1,6,8,0,0,1,4
29/08/2014,0,0,0,1,8,0,0,0,1
30/08/2014,0,0,0,3,7,0,0,1,2
31/08/2014,0,0,0,0,7,0,1,0,0
1/9/2014,0,1,0,1,4,0,0,0,0
2/9/2014,0,0,1,0,7,0,1,0,1
3/9/2014,0,0,1,1,8,0,0,0,1
4/9/2014,0,0,1,2,24,0,0,0,2
5/9/2014,0,0,0,0,21,0,0,0,1
6/9/2014,0,0,0,6,14,0,0,1,1
7/9/2014,0,0,0,0,13,0,0,1,1
8/9/2014,0,0,0,2,11,3,0,0,1
9/9/2014,0,0,1,0,13,0,0,0,3
10/9/2014,0,0,0,0,21,0,1,0,0
11/9/2014,0,0,0,0,16,0,0,2,0
12/9/2014,0,0,1,1,15,0,1,2,0
13/09/2014,0,0,0,0,10,0,0,0,2
14/09/2014,0,0,0,0,13,0,0,2,1
15/09/2014,0,0,0,0,16,3,0,1,2
16/09/2014,0,0,0,0,19,1,2,0,2
17/09/2014,0,0,1,1,19,0,0,0,1
18/09/2014,0,0,0,0,12,0,0,0,1
19/09/2014,0,0,1,0,24,0,0,1,5
20/09/2014,0,0,0,0,10,0,1,1,2
21/09/2014,0,0,0,0,16,0,0,0,3
22/09/2014,0,0,1,0,13,2,0,0,1
23/09/2014,0,0,1,0,24,0,0,2,0
24/09/2014,0,0,0,0,23,0,2,2,1
25/09/2014,0,0,0,1,17,0,0,6,0
26/09/2014,0,0,0,0,11,0,0,4,1
27/09/2014,0,0,0,0,9,0,2,0,0
28/09/2014,0,0,0,0,18,0,0,4,0
29/09/2014,0,0,0,3,21,2,3,0,0
30/09/2014,0,0,1,0,15,0,1,0,0
1/10/2014,0,0,1,0,8,0,1,1,0
2/10/2014,0,0,2,0,19,0,0,0,1
3/10/2014,0,0,1,0,15,0,0,0,1
4/10/2014,0,0,0,0,13,0,0,0,0
5/10/2014,0,0,0,0,11,0,0,0,0
6/10/2014,0,0,0,0,10,0,1,0,3
7/10/2014,0,0,1,0,23,0,2,0,4
8/10/2014,0,0,1,0,14,0,2,0,1
9/10/2014,0,0,0,0,15,0,0,0,1
10/10/2014,0,0,1,0,14,0,0,0,0
11/10/2014,0,1,2,0,20,0,0,1,1
12/10/2014,0,0,0,1,12,0,0,0,0
13/10/2014,0,0,0,0,14,1,3,1,1
14/10/2014,0,0,0,1,24,0,1,0,3
15/10/2014,0,0,0,0,17,0,4,0,1
16/10/2014,0,0,1,0,14,0,3,0,0
17/10/2014,0,0,1,0,11,0,3,0,0
18/10/2014,0,0,1,0,15,0,2,0,1
19/10/2014,0,0,0,0,10,0,0,0,0
20/10/2014,0,0,0,0,11,3,9,0,2
21/10/2014,0,0,0,0,14,0,4,0,2
22/10/2014,0,0,0,0,8,0,3,0,0
23/10/2014,0,0,0,0,13,0,2,0,4
24/10/2014,0,0,2,0,11,0,8,0,1
25/10/2014,0,0,0,2,7,0,1,0,0
26/10/2014,0,0,0,2,7,0,2,0,0
27/10/2014,0,0,1,4,13,1,1,0,1
28/10/2014,0,0,0,0,11,0,3,1,0
29/10/2014,0,0,0,0,10,0,1,0,0
30/10/2014,0,0,0,3,9,0,1,0,1
31/10/2014,0,1,0,0,10,0,3,1,0
1/11/2014,0,0,0,0,9,0,2,1,1
2/11/2014,0,1,1,5,8,0,3,0,0
3/11/2014,0,0,1,0,13,2,5,0,1
4/11/2014,0,0,0,0,9,1,4,0,2
5/11/2014,0,0,0,1,7,0,7,0,1
6/11/2014,0,0,1,0,11,0,11,0,1
7/11/2014,0,1,1,0,6,0,4,0,3
8/11/2014,0,0,0,3,11,0,3,0,0
9/11/2014,0,0,0,0,5,0,2,0,3
10/11/2014,0,0,2,0,6,0,5,1,0
11/11/2014,0,0,1,0,7,1,10,0,0
12/11/2014,0,0,0,0,8,0,4,1,3
13/11/2014,0,0,1,1,11,0,7,0,0
14/11/2014,0,0,0,1,6,0,12,0,1
15/11/2014,0,0,0,0,3,0,3,0,0
16/11/2014,0,0,0,1,8,0,4,0,1
17/11/2014,0,0,1,0,6,2,17,0,0
18/11/2014,0,1,0,0,11,0,11,1,0
19/11/2014,0,0,0,0,9,0,10,0,5
20/11/2014,0,0,1,0,9,0,14,1,8
21/11/2014,0,0,0,1,7,0,7,0,1
22/11/2014,0,0,0,0,6,0,11,0,1
23/11/2014,0,0,0,1,7,0,3,0,0
24/11/2014,0,0,0,3,9,5,9,3,0
25/11/2014,0,0,0,0,12,0,17,0,3
26/11/2014,0,0,0,0,16,0,8,0,2
27/11/2014,0,0,0,0,5,0,17,0,1
28/11/2014,0,0,2,0,10,0,23,0,0
29/11/2014,0,0,0,0,9,0,13,0,0
30/11/2014,0,0,0,0,10,0,12,0,1
1/12/2014,0,0,1,0,10,4,31,1,4
2/12/2014,0,0,0,0,7,0,44,1,3
3/12/2014,0,0,0,3,8,0,21,0,3
4/12/2014,0,0,0,0,21,0,22,0,6
5/12/2014,0,0,2,0,15,0,34,0,1
6/12/2014,0,0,0,0,5,0,43,0,2
7/12/2014,0,0,0,0,10,0,18,0,3
8/12/2014,0,0,2,0,9,3,29,0,6
9/12/2014,0,1,0,0,14,0,27,0,5
10/12/2014,0,0,1,0,5,0,26,0,4
11/12/2014,0,0,3,0,12,0,25,0,4
12/12/2014,0,0,0,0,9,0,44,0,1
13/12/2014,0,0,0,0,5,0,25,0,0
14/12/2014,0,0,0,0,10,0,22,0,0
15/12/2014,0,0,1,1,8,1,38,1,1
16/12/2014,0,1,0,1,9,0,29,0,3
17/12/2014,0,0,0,1,11,0,28,1,5
18/12/2014,0,0,0,0,9,0,49,0,1
19/12/2014,0,0,0,0,11,0,41,0,2
20/12/2014,0,0,0,0,4,0,20,0,0
21/12/2014,0,0,0,0,10,0,31,0,0
22/12/2014,0,0,0,2,9,1,40,0,2
23/12/2014,0,0,0,1,10,0,44,0,1
24/12/2014,0,0,0,0,7,0,72,0,2
25/12/2014,0,0,0,0,6,0,101,1,0
26/12/2014,0,0,1,1,5,0,32,0,0
27/12/2014,0,0,1,0,8,0,15,0,1
28/12/2014,0,0,0,2,8,0,6,0,0
29/12/2014,0,0,0,1,12,2,15,0,1
30/12/2014,0,0,0,0,7,0,6,0,2
31/12/2014,0,0,0,0,15,0,4,0,4
1/1/2015,0,0,0,0,7,0,3,0,2
2/1/2015,0,0,0,0,8,0,2,0,0
3/1/2015,0,0,0,0,10,0,2,0,0
4/1/2015,0,0,0,0,5,0,2,0,2
5/1/2015,0,0,0,0,7,0,1,0,0
6/1/2015,0,0,0,0,16,0,6,0,0
7/1/2015,0,0,0,1,6,0,0,0,5
8/1/2015,0,0,0,0,7,0,0,0,1
9/1/2015,0,0,0,0,13,0,1,0,0
10/1/2015,0,0,0,1,12,0,0,0,2
11/1/2015,0,0,0,2,10,0,0,0,0
12/1/2015,0,0,0,1,13,1,0,0,0
13/01/2015,0,0,2,1,12,0,0,0,2
14/01/2015,0,0,0,0,13,0,0,0,3
15/01/2015,0,0,1,1,10,0,0,0,0
16/01/2015,0,0,0,0,13,0,1,0,3
17/01/2015,0,0,0,0,5,0,0,0,0
18/01/2015,0,0,0,2,9,0,0,0,0
19/01/2015,0,0,0,1,7,0,0,0,2
20/01/2015,0,0,1,0,14,0,0,0,0
21/01/2015,0,0,0,0,13,0,0,0,5
22/01/2015,0,0,0,1,11,0,0,0,0
23/01/2015,0,0,0,0,10,0,0,0,2
24/01/2015,0,0,1,3,7,0,0,0,0
25/01/2015,0,0,1,4,7,0,0,0,1
26/01/2015,0,1,1,0,9,1,0,0,1
27/01/2015,0,0,1,0,13,0,0,0,2
28/01/2015,0,0,1,0,14,0,0,0,2
29/01/2015,0,0,0,2,13,0,0,0,6
30/01/2015,0,0,2,0,15,0,0,0,7
31/01/2015,0,0,0,0,8,0,0,0,1
1/2/2015,0,0,0,1,12,0,0,0,3
2/2/2015,0,0,1,1,8,1,0,0,0
3/2/2015,0,0,0,3,11,0,0,1,2
4/2/2015,0,0,0,0,6,0,0,0,3
5/2/2015,0,0,2,2,8,0,0,0,0
6/2/2015,0,0,0,3,8,0,0,0,1
7/2/2015,0,0,1,3,11,0,0,0,2
8/2/2015,0,0,0,2,12,0,0,0,0
9/2/2015,0,0,3,4,6,3,0,0,0
10/2/2015,0,0,0,0,5,0,0,0,4
11/2/2015,0,0,0,0,8,0,0,0,2
12/2/2015,0,0,2,3,8,0,0,0,4
13/02/2015,0,0,1,1,17,0,0,0,2
14/02/2015,0,0,1,2,6,0,0,0,0
15/02/2015,0,0,0,3,6,0,0,1,1
16/02/2015,0,0,1,5,9,3,0,0,1
17/02/2015,0,1,0,5,9,0,0,0,2
18/02/2015,0,0,0,2,7,0,0,0,2
19/02/2015,0,0,2,4,10,0,0,0,3
20/02/2015,0,0,0,1,9,0,0,0,5
21/02/2015,0,0,0,1,11,0,0,0,2
22/02/2015,0,0,1,3,6,0,0,0,1
23/02/2015,0,0,2,1,12,1,0,1,2
24/02/2015,0,0,1,1,13,0,0,0,4
25/02/2015,0,1,0,1,10,0,0,0,4
26/02/2015,0,0,0,0,7,0,0,0,4
27/02/2015,0,0,0,0,12,0,0,0,7
28/02/2015,0,0,0,0,4,0,0,0,2
1/3/2015,0,0,1,0,7,0,0,0,1
2/3/2015,0,0,1,0,5,4,0,0,2
3/3/2015,0,0,1,1,7,0,0,2,0
4/3/2015,0,0,0,1,15,0,0,2,3
5/3/2015,0,0,1,0,6,0,0,0,2
6/3/2015,0,0,0,0,8,0,0,0,4
7/3/2015,0,0,0,0,2,0,0,0,1
8/3/2015,0,0,0,0,7,0,0,0,2
9/3/2015,0,0,2,0,8,3,0,0,2
10/3/2015,0,0,1,0,5,1,0,0,3
11/3/2015,0,0,0,0,5,0,0,0,3
12/3/2015,0,0,1,0,14,0,0,0,5
13/03/2015,0,0,0,0,5,0,0,0,3
14/03/2015,0,0,0,0,5,0,0,1,2
15/03/2015,0,0,0,0,9,0,0,1,1
16/03/2015,0,0,1,0,4,1,0,1,4
17/03/2015,0,1,1,0,9,0,0,2,0
18/03/2015,0,0,0,1,9,0,0,1,1
19/03/2015,0,0,1,1,5,0,0,1,4
20/03/2015,0,1,0,0,8,0,0,0,3
21/03/2015,0,0,0,1,6,0,1,1,0
22/03/2015,0,0,0,0,5,0,0,0,1
23/03/2015,0,0,1,1,6,2,0,1,1
24/03/2015,0,1,1,0,14,0,0,0,4
25/03/2015,0,0,1,0,15,0,0,1,1
26/03/2015,0,0,2,1,4,0,0,3,3
27/03/2015,0,0,0,0,7,0,0,0,10
28/03/2015,0,0,0,0,4,0,0,1,1
29/03/2015,0,1,0,0,5,0,0,0,0
30/03/2015,0,0,1,0,8,8,0,1,2
31/03/2015,0,0,0,1,9,0,0,4,4
1/4/2015,0,0,0,0,5,0,0,2,2
2/4/2015,0,0,2,0,7,0,0,9,2
3/4/2015,0,0,1,0,6,0,0,18,3
4/4/2015,0,0,0,0,7,0,0,0,2
5/4/2015,0,0,1,0,6,0,0,0,0
6/4/2015,0,0,0,0,8,8,0,2,3
7/4/2015,0,0,1,0,9,0,1,2,0
8/4/2015,0,0,0,0,9,0,0,1,0
9/4/2015,0,0,1,0,3,0,1,1,0
10/4/2015,0,0,1,0,8,0,0,0,2
11/4/2015,0,0,0,0,6,0,0,0,0
12/4/2015,0,0,0,0,4,0,0,1,0
13/04/2015,0,0,0,1,6,6,0,3,1
14/04/2015,0,0,0,0,8,1,0,0,7
15/04/2015,0,0,3,1,14,0,0,3,1
16/04/2015,0,1,0,0,5,0,0,3,2
17/04/2015,0,0,0,1,5,0,0,5,2
18/04/2015,0,0,1,0,7,0,0,1,1
19/04/2015,0,0,0,0,6,0,0,0,5
20/04/2015,0,0,1,0,8,12,0,2,1
21/04/2015,0,0,0,0,8,1,0,0,10
22/04/2015,0,0,1,0,8,0,0,0,4
23/04/2015,0,0,1,0,15,0,0,7,2
24/04/2015,0,0,0,0,10,0,0,2,1
25/04/2015,0,0,0,0,9,0,0,0,2
26/04/2015,0,0,0,0,5,0,0,1,1
27/04/2015,0,0,1,0,9,14,0,6,0
28/04/2015,0,0,0,0,8,0,0,9,6
29/04/2015,0,0,0,0,6,0,0,0,3
30/04/2015,0,0,0,0,6,0,0,3,5
1/5/2015,0,0,1,0,8,0,0,2,3
2/5/2015,0,0,0,0,3,0,0,0,0
3/5/2015,0,0,0,0,3,0,0,0,1
4/5/2015,0,0,0,1,4,10,0,6,6
5/5/2015,0,0,0,0,18,0,0,2,3
6/5/2015,0,0,2,0,6,0,0,0,2
7/5/2015,0,0,1,1,10,0,0,0,0
8/5/2015,0,0,0,0,13,0,0,1,3
9/5/2015,0,0,0,0,8,0,0,0,0
10/5/2015,0,0,0,0,5,0,0,0,1
11/5/2015,0,0,0,0,7,15,0,0,0
12/5/2015,0,0,0,0,10,1,2,0,1
13/05/2015,0,0,1,0,7,0,0,0,2
14/05/2015,0,1,1,0,11,0,2,4,6
15/05/2015,0,0,0,0,6,0,0,2,0
16/05/2015,0,1,0,1,2,0,0,0,3
17/05/2015,0,0,0,1,5,0,1,0,1
18/05/2015,0,0,1,0,5,11,1,0,1
19/05/2015,0,0,1,1,7,0,0,0,6
20/05/2015,0,0,0,0,7,0,0,2,4
21/05/2015,0,0,2,0,6,0,0,2,3
22/05/2015,0,0,2,0,12,0,0,0,2
23/05/2015,0,0,0,0,3,0,0,0,0
24/05/2015,0,0,0,0,5,0,0,0,0
25/05/2015,0,0,0,0,7,1,0,0,1
26/05/2015,0,0,0,0,8,0,0,0,2
27/05/2015,0,0,0,6,10,0,0,0,3
28/05/2015,0,0,1,1,11,0,0,0,4
29/05/2015,0,0,0,0,9,0,1,0,4
30/05/2015,0,0,0,0,3,0,0,0,1
31/05/2015,0,0,0,0,3,0,0,0,2
1/6/2015,0,0,0,4,8,13,0,2,1
2/6/2015,0,0,4,0,11,0,0,0,2
3/6/2015,0,0,2,0,15,0,0,0,1
4/6/2015,0,0,2,2,10,0,0,0,6
5/6/2015,0,0,2,1,15,0,0,0,2
6/6/2015,0,0,1,0,3,0,0,0,2
7/6/2015,0,0,0,1,7,0,0,1,0
8/6/2015,0,1,2,1,4,10,0,0,1
9/6/2015,0,0,1,1,18,0,0,1,2
10/6/2015,0,0,2,1,3,0,0,1,2
11/6/2015,0,0,2,0,6,0,0,0,0
12/6/2015,0,0,0,0,11,0,0,0,1
13/06/2015,0,0,0,0,5,0,0,1,1
14/06/2015,0,0,0,0,27,0,0,0,1
15/06/2015,0,0,2,0,13,14,0,1,1
16/06/2015,0,0,2,0,15,0,0,0,6
17/06/2015,0,0,3,1,16,0,0,1,3
18/06/2015,0,0,0,0,17,0,0,0,4
19/06/2015,0,0,5,0,15,0,0,0,5
20/06/2015,0,0,0,0,11,0,0,0,3
21/06/2015,0,0,0,0,4,0,0,0,0
22/06/2015,0,0,0,1,9,16,0,3,1
23/06/2015,0,1,0,0,24,0,1,0,2
24/06/2015,0,0,0,1,15,0,0,0,2
25/06/2015,0,0,2,0,20,0,0,0,3
26/06/2015,0,0,0,0,25,0,2,0,0
27/06/2015,0,0,0,0,13,0,0,1,0
28/06/2015,0,0,4,0,13,0,0,1,1
29/06/2015,0,0,5,0,9,18,0,0,28
30/06/2015,0,0,8,2,13,1,0,3,28
1/7/2015,0,0,5,3,16,0,1,1,2
2/7/2015,0,0,3,0,12,0,2,2,2
3/7/2015,0,0,0,0,15,0,2,1,1
4/7/2015,0,0,0,0,16,0,0,0,0
5/7/2015,0,0,0,0,17,0,0,1,3
6/7/2015,0,0,0,0,8,16,0,0,2
7/7/2015,0,0,0,0,18,0,0,1,4
8/7/2015,0,0,1,0,19,0,1,1,3
9/7/2015,0,0,1,0,11,0,2,0,3
10/7/2015,0,0,1,1,9,0,0,2,1
11/7/2015,0,0,0,0,10,0,1,0,0
12/7/2015,0,0,1,0,6,1,0,0,1
13/07/2015,0,0,0,0,10,29,0,1,0
14/07/2015,0,0,4,0,11,0,0,45,1
15/07/2015,0,0,2,1,10,0,1,10,3
16/07/2015,0,0,0,0,6,0,1,6,1
17/07/2015,0,0,1,0,13,0,0,1,1
18/07/2015,0,0,0,0,8,0,0,2,1
19/07/2015,0,0,0,2,7,0,0,0,1
20/07/2015,0,0,1,1,7,22,0,2,1
21/07/2015,0,0,0,0,9,2,0,0,0
22/07/2015,0,0,0,0,12,0,0,2,5
23/07/2015,0,0,0,0,15,0,0,3,4
24/07/2015,0,0,0,0,5,0,0,0,4
25/07/2015,0,0,0,0,7,0,0,1,2
26/07/2015,0,0,0,0,9,0,0,0,1
27/07/2015,0,0,0,0,6,22,1,0,1
28/07/2015,0,0,2,0,15,1,2,3,2
29/07/2015,0,0,1,1,16,0,1,1,2
30/07/2015,0,0,0,0,12,0,1,0,1
31/07/2015,0,0,0,1,11,0,7,1,2
1/8/2015,0,0,0,0,7,0,0,0,2
2/8/2015,0,0,0,0,7,0,0,0,1
3/8/2015,0,0,0,0,5,20,0,2,3
4/8/2015,0,0,1,0,12,1,0,1,2
5/8/2015,0,0,0,0,8,0,0,1,1
6/8/2015,0,0,2,0,7,0,0,2,2
7/8/2015,0,0,0,0,7,0,0,0,2
8/8/2015,0,0,0,0,4,0,0,0,1
9/8/2015,0,0,0,0,4,0,0,0,1
10/8/2015,0,0,0,0,13,22,0,0,0
11/8/2015,0,0,0,0,14,0,0,0,0
12/8/2015,0,0,1,0,7,0,0,4,3
13/08/2015,0,0,1,1,12,0,0,2,2
14/08/2015,0,0,0,0,4,0,0,0,3
15/08/2015,0,0,0,0,4,0,0,0,1
16/08/2015,0,0,0,0,3,0,0,0,2
17/08/2015,0,0,1,1,5,14,1,0,2
18/08/2015,0,0,0,0,9,0,1,0,1
19/08/2015,0,1,1,0,5,0,0,1,1
20/08/2015,0,0,1,0,7,0,0,0,3
21/08/2015,0,0,0,0,5,0,0,1,2
22/08/2015,0,0,0,0,4,0,0,0,1
23/08/2015,0,0,0,0,6,0,0,2,2
24/08/2015,0,0,2,1,4,8,1,2,2
25/08/2015,0,0,0,0,5,3,0,0,0
26/08/2015,0,0,0,0,4,0,1,5,2
27/08/2015,0,0,0,0,9,0,0,1,1
28/08/2015,0,0,0,2,8,0,0,0,3
29/08/2015,0,0,2,0,5,0,0,0,2
30/08/2015,0,0,0,0,7,0,0,0,2
31/08/2015,0,0,0,25,5,17,0,0,1
1/9/2015,0,1,0,0,9,0,1,0,8
2/9/2015,0,0,2,0,6,0,0,1,2
3/9/2015,0,0,2,0,9,0,3,4,3
4/9/2015,0,0,0,0,9,0,0,2,4
5/9/2015,0,0,2,0,4,0,0,0,0
6/9/2015,0,0,0,0,4,0,0,0,3
7/9/2015,0,0,1,1,4,6,0,0,1
8/9/2015,0,0,1,0,7,0,0,1,1
9/9/2015,0,0,0,0,13,0,0,0,4
10/9/2015,0,0,1,0,11,0,1,1,3
11/9/2015,0,0,2,0,5,0,0,0,1
12/9/2015,0,0,1,0,4,0,1,1,1
13/09/2015,0,0,0,0,4,0,0,0,2
14/09/2015,0,0,2,0,4,18,0,7,3
15/09/2015,0,0,0,0,7,2,1,1,2
16/09/2015,0,0,0,0,6,0,1,2,4
17/09/2015,0,0,2,0,8,0,3,0,3
18/09/2015,0,0,0,0,11,0,1,0,3
19/09/2015,0,0,1,0,11,0,0,0,4
20/09/2015,0,0,1,0,3,0,0,0,2
21/09/2015,0,0,1,0,4,7,1,0,1
22/09/2015,0,0,2,0,9,2,1,0,2
23/09/2015,0,0,2,0,10,0,1,0,3
24/09/2015,0,0,5,0,8,0,1,2,3
25/09/2015,0,0,0,0,5,0,0,0,1
26/09/2015,0,0,0,0,6,0,2,1,1
27/09/2015,0,0,0,0,4,0,0,1,5
28/09/2015,0,0,0,1,12,31,0,2,3
29/09/2015,0,0,1,0,11,0,1,0,1
30/09/2015,0,0,1,0,11,0,1,0,3
1/10/2015,0,0,1,0,13,0,1,0,3
2/10/2015,0,0,1,0,10,0,1,1,4
3/10/2015,0,0,0,0,4,0,0,0,3
4/10/2015,0,0,0,0,6,0,0,0,4
5/10/2015,0,0,1,0,7,18,1,0,1
6/10/2015,0,0,0,0,10,0,2,1,1
7/10/2015,0,0,1,0,14,0,2,0,1
8/10/2015,0,0,0,0,9,0,1,0,1
9/10/2015,0,0,2,0,9,0,3,1,3
10/10/2015,0,1,1,0,9,0,7,0,3
11/10/2015,0,0,0,0,8,0,0,0,3
12/10/2015,0,0,0,0,13,16,2,0,0
13/10/2015,0,0,0,0,10,0,0,0,2
14/10/2015,0,1,2,1,13,0,2,3,5
15/10/2015,0,1,0,2,10,0,3,0,2
16/10/2015,0,1,1,0,14,1,4,0,4
17/10/2015,0,0,0,0,10,0,3,0,2
18/10/2015,0,0,0,0,9,0,1,0,2
19/10/2015,0,0,0,2,9,11,2,0,2
20/10/2015,0,3,1,1,9,1,9,0,2
21/10/2015,0,0,0,0,6,0,1,0,2
22/10/2015,0,0,1,2,15,0,3,0,3
23/10/2015,0,0,1,0,8,1,2,0,3
24/10/2015,0,0,1,1,6,0,2,0,0
25/10/2015,0,1,0,0,7,0,1,0,5
26/10/2015,0,0,0,0,9,11,2,0,2
27/10/2015,0,0,0,1,10,1,2,1,1
28/10/2015,0,0,2,1,8,0,4,1,1
29/10/2015,0,0,0,3,6,0,8,0,2
30/10/2015,0,0,0,0,6,0,2,0,1
31/10/2015,0,0,0,1,9,0,0,0,1
1/11/2015,0,0,1,1,7,0,3,0,1
2/11/2015,0,0,0,0,10,13,4,0,2
3/11/2015,0,1,1,0,15,1,7,0,4
4/11/2015,0,1,3,0,7,0,9,0,2
5/11/2015,0,0,2,0,5,0,12,1,4
6/11/2015,0,0,0,0,2,0,4,1,2
7/11/2015,0,0,2,0,5,0,4,0,14
8/11/2015,0,0,0,0,4,0,4,0,3
9/11/2015,0,0,0,0,10,18,7,1,6
10/11/2015,0,0,1,1,9,1,11,0,12
11/11/2015,0,0,2,1,3,0,14,0,14
12/11/2015,0,0,0,0,7,0,9,0,7
13/11/2015,0,0,0,0,10,0,14,2,9
14/11/2015,0,0,0,0,3,0,4,0,15
15/11/2015,0,0,0,0,6,0,2,0,4
16/11/2015,0,0,0,0,2,9,9,0,2
17/11/2015,0,0,0,0,14,0,14,0,10
18/11/2015,0,0,0,0,6,0,12,0,17
19/11/2015,0,0,1,0,6,0,9,0,8
20/11/2015,0,0,1,0,3,0,16,0,4
21/11/2015,0,0,0,0,2,0,11,0,17
22/11/2015,0,0,0,0,3,0,18,0,2
23/11/2015,0,0,1,0,7,15,20,0,3
24/11/2015,0,0,2,0,12,1,15,0,8
25/11/2015,0,1,2,0,40,0,21,0,14
26/11/2015,0,0,0,0,13,0,13,0,8
27/11/2015,0,0,1,0,4,0,30,1,4
28/11/2015,0,0,1,1,4,0,37,0,13
29/11/2015,0,0,0,1,7,1,34,0,4
30/11/2015,0,0,2,0,6,17,21,0,6
1/12/2015,0,0,1,1,17,1,38,0,9
2/12/2015,0,0,2,1,13,0,32,0,18
3/12/2015,0,0,1,0,7,0,37,0,8
4/12/2015,0,0,0,1,10,0,36,1,10
5/12/2015,0,0,0,0,6,0,35,0,16
6/12/2015,0,0,0,1,6,0,37,0,4
7/12/2015,0,0,2,0,4,12,44,0,5
8/12/2015,0,0,2,0,3,0,41,1,8
9/12/2015,0,0,2,0,12,0,46,0,6
10/12/2015,0,0,2,5,17,0,42,0,12
11/12/2015,0,0,2,5,12,0,43,0,8
12/12/2015,0,0,5,0,11,0,44,0,11
13/12/2015,0,0,0,0,7,0,54,0,3
14/12/2015,0,0,0,0,8,17,52,0,5
15/12/2015,0,0,1,0,13,0,59,0,9
16/12/2015,0,0,2,1,13,0,69,2,20
17/12/2015,0,0,1,0,12,0,44,1,11
18/12/2015,0,0,2,1,9,0,78,0,13
19/12/2015,0,0,0,0,10,0,44,0,9
20/12/2015,0,0,1,0,6,0,44,0,3
21/12/2015,0,0,1,0,11,8,57,0,6
22/12/2015,0,1,1,1,13,2,65,0,9
23/12/2015,0,0,4,0,7,0,66,0,14
24/12/2015,0,0,1,0,11,0,117,0,6
25/12/2015,0,0,1,1,5,0,134,0,4
26/12/2015,0,0,0,0,3,0,57,0,11
27/12/2015,0,0,1,0,9,0,17,0,3
28/12/2015,0,0,0,0,9,12,9,0,4
29/12/2015,0,0,1,0,8,0,7,0,7
30/12/2015,0,0,2,0,9,0,3,0,6
31/12/2015,0,0,2,0,4,0,3,0,8
1/1/2016,0,0,0,1,6,0,1,0,6
2/1/2016,0,0,2,0,8,0,3,0,8
3/1/2016,0,0,3,0,4,0,3,1,2
4/1/2016,0,0,3,0,5,20,1,1,9
5/1/2016,0,0,3,0,14,0,4,1,7
6/1/2016,0,0,2,1,6,0,1,1,13
7/1/2016,0,0,1,2,5,0,1,1,10
8/1/2016,0,0,1,0,14,0,1,0,5
9/1/2016,0,1,0,0,8,0,0,0,15
10/1/2016,0,0,0,0,5,0,2,0,4
11/1/2016,0,0,0,0,10,9,1,0,5
12/1/2016,0,0,0,0,12,0,0,0,7
13/01/2016,0,0,2,0,7,0,0,1,14
14/01/2016,0,0,0,1,12,0,0,0,16
15/01/2016,0,0,5,0,10,0,0,0,11
16/01/2016,0,0,0,0,6,0,0,1,15
17/01/2016,0,0,4,0,7,0,0,0,2
18/01/2016,0,0,2,1,15,17,0,1,1
19/01/2016,0,0,3,1,15,0,1,1,5
20/01/2016,0,0,3,0,4,0,0,0,7
21/01/2016,0,0,2,0,6,0,0,0,14
22/01/2016,0,0,0,1,4,0,0,0,12
23/01/2016,0,0,1,0,12,0,1,0,13
24/01/2016,0,0,1,0,5,0,0,0,6
25/01/2016,0,0,2,0,10,23,0,1,5
26/01/2016,0,0,1,0,10,1,0,0,11
27/01/2016,0,0,1,0,7,0,0,2,11
28/01/2016,0,0,2,0,16,0,0,2,9
29/01/2016,0,2,2,0,14,0,0,2,5
30/01/2016,0,0,0,0,12,1,1,0,14
31/01/2016,0,0,0,0,7,0,0,0,6
1/2/2016,0,0,0,0,12,29,0,2,12
2/2/2016,0,0,2,1,23,0,0,4,9
3/2/2016,0,0,1,1,8,0,0,2,7
4/2/2016,0,0,0,0,10,0,0,2,8
5/2/2016,0,0,1,0,10,0,0,2,11
6/2/2016,0,0,1,0,45,0,0,1,12
7/2/2016,0,0,0,7,6,0,0,1,4
