date,#covid19,#crypto,#bitcoin,#ukraine,#travel,#mondaymotivation,#christmas,#iran,#realestate
8/2/2016,0,1,0,0,27,12,0,1,2
9/2/2016,0,0,2,0,21,0,0,2,11
10/2/2016,0,1,2,0,18,0,0,2,12
11/2/2016,0,0,2,1,18,0,0,3,12
12/2/2016,0,0,2,0,4,0,0,1,4
13/02/2016,0,0,0,1,4,0,0,0,13
14/02/2016,0,0,0,0,6,0,0,0,4
15/02/2016,0,0,0,0,10,18,0,0,5
16/02/2016,0,0,0,0,11,2,0,2,7
17/02/2016,0,0,2,0,13,0,0,1,4
18/02/2016,0,0,0,0,21,0,0,3,11
19/02/2016,0,0,1,0,9,0,0,2,9
20/02/2016,0,0,0,1,5,0,0,0,17
21/02/2016,0,0,0,0,5,0,0,0,6
22/02/2016,0,0,0,1,7,33,0,1,4
23/02/2016,0,0,0,0,15,4,0,2,11
24/02/2016,0,0,6,0,13,1,0,2,10
25/02/2016,0,0,3,1,8,0,0,2,13
26/02/2016,0,1,1,0,5,0,0,6,4
27/02/2016,0,0,0,0,10,0,0,2,15
28/02/2016,0,0,0,0,7,0,0,0,8
29/02/2016,0,0,0,0,8,14,0,1,4
1/3/2016,0,0,0,0,20,0,0,3,5
2/3/2016,0,0,1,2,15,0,0,2,12
3/3/2016,0,0,0,1,16,0,0,2,16
4/3/2016,0,0,1,0,10,0,0,0,2
5/3/2016,0,0,0,0,14,0,0,1,5
6/3/2016,0,0,0,0,12,0,0,1,0
7/3/2016,0,0,0,0,21,25,1,3,6
8/3/2016,0,0,0,0,17,1,0,3,12
9/3/2016,0,0,0,0,13,0,0,0,9
10/3/2016,0,0,0,0,11,0,0,1,25
11/3/2016,0,0,0,0,13,0,0,0,2
12/3/2016,0,0,1,0,9,0,0,1,1
13/03/2016,0,0,0,1,9,0,0,0,5
14/03/2016,0,0,0,1,8,19,0,2,5
15/03/2016,0,0,0,0,7,1,0,0,5
16/03/2016,0,0,1,0,12,0,5,0,5
17/03/2016,0,0,0,0,14,0,1,1,8
18/03/2016,0,1,0,0,8,0,0,1,11
19/03/2016,0,0,0,0,5,0,0,0,3
20/03/2016,0,0,1,1,8,0,0,0,5
21/03/2016,0,0,0,0,13,21,1,1,5
22/03/2016,0,0,0,0,14,0,0,1,4
23/03/2016,0,0,0,1,9,0,0,0,13
24/03/2016,0,0,1,1,12,0,0,0,8
25/03/2016,0,0,0,0,10,0,0,0,8
26/03/2016,0,0,0,0,7,0,0,0,7
27/03/2016,0,0,1,1,6,0,0,0,1
28/03/2016,0,0,0,0,6,36,0,0,12
29/03/2016,0,0,0,0,14,1,4,0,4
30/03/2016,0,0,1,0,11,1,0,0,6
31/03/2016,0,0,0,0,10,0,0,0,9
1/4/2016,0,0,0,0,9,0,0,0,6
2/4/2016,0,0,1,0,11,0,0,0,4
3/4/2016,0,0,0,2,7,1,1,1,2
4/4/2016,0,0,1,0,10,21,0,1,3
5/4/2016,0,0,0,0,15,1,0,0,13
6/4/2016,0,1,1,1,7,0,0,0,16
7/4/2016,0,0,1,1,5,0,0,0,6
8/4/2016,0,0,0,1,10,0,0,1,17
9/4/2016,0,0,0,0,28,0,1,0,3
10/4/2016,0,0,0,0,13,0,0,0,5
11/4/2016,0,0,0,0,9,26,0,0,7
12/4/2016,0,0,0,0,15,0,0,2,6
13/04/2016,0,0,1,0,11,0,0,0,4
14/04/2016,0,0,1,0,8,0,0,2,6
15/04/2016,0,0,2,0,9,0,0,0,7
16/04/2016,0,0,1,0,11,0,0,0,6
17/04/2016,0,0,0,0,8,0,0,0,5
18/04/2016,0,0,1,1,18,34,0,0,4
19/04/2016,0,0,0,0,11,2,0,0,5
20/04/2016,0,0,2,3,10,0,0,0,10
21/04/2016,0,0,0,0,16,1,0,0,9
22/04/2016,0,0,1,1,9,0,0,1,7
23/04/2016,0,0,1,0,12,0,0,0,2
24/04/2016,0,0,23,1,10,0,0,0,2
25/04/2016,0,0,3,0,9,34,0,0,7
26/04/2016,0,1,3,0,22,0,1,2,3
27/04/2016,0,1,2,0,10,0,1,0,9
28/04/2016,0,1,6,0,15,1,0,0,5
29/04/2016,0,1,2,1,8,0,0,0,6
30/04/2016,0,0,0,0,6,0,0,0,3
1/5/2016,0,0,1,0,6,0,0,0,4
2/5/2016,0,2,4,0,7,22,0,0,9
3/5/2016,0,0,2,0,8,0,0,0,8
4/5/2016,0,0,1,1,12,0,0,0,7
5/5/2016,0,0,2,0,8,0,1,0,7
6/5/2016,0,1,2,0,13,0,0,0,8
7/5/2016,0,0,1,0,10,0,0,0,3
8/5/2016,0,0,0,2,10,0,0,0,7
9/5/2016,0,0,2,1,8,40,0,0,8
10/5/2016,0,0,0,0,25,0,0,1,6
11/5/2016,0,0,0,0,14,0,0,0,10
12/5/2016,0,0,1,0,13,0,0,1,7
13/05/2016,0,0,3,0,13,0,0,0,5
14/05/2016,0,0,0,1,6,0,0,0,2
15/05/2016,0,0,0,1,10,0,0,0,4
16/05/2016,0,0,1,0,9,30,0,0,14
17/05/2016,0,0,1,0,22,0,0,1,10
18/05/2016,0,0,0,0,8,0,0,0,9
19/05/2016,0,0,0,0,7,0,0,0,10
20/05/2016,0,0,0,0,11,0,0,0,3
21/05/2016,0,0,0,0,6,0,0,0,8
22/05/2016,0,0,0,0,11,0,0,0,2
23/05/2016,0,0,1,0,13,41,0,1,8
24/05/2016,0,0,0,0,18,0,0,0,6
25/05/2016,0,0,2,2,9,0,0,0,13
26/05/2016,0,0,2,0,21,0,0,0,9
27/05/2016,0,0,0,0,10,0,0,1,5
28/05/2016,0,0,0,0,15,0,0,0,3
29/05/2016,0,1,0,0,3,0,0,1,2
30/05/2016,0,0,1,0,8,9,0,0,2
31/05/2016,0,0,0,0,13,2,0,0,3
1/6/2016,0,0,1,0,8,0,0,0,10
2/6/2016,0,0,3,0,18,0,0,0,7
3/6/2016,0,0,1,0,14,0,0,0,6
4/6/2016,0,0,0,0,7,0,0,0,8
5/6/2016,0,0,0,0,13,0,0,0,5
6/6/2016,0,0,0,0,9,19,0,0,6
7/6/2016,0,0,1,0,24,0,0,0,6
8/6/2016,0,0,0,0,14,0,0,0,6
9/6/2016,0,0,0,0,8,0,0,0,9
10/6/2016,0,0,0,0,16,0,0,1,6
11/6/2016,0,0,1,0,11,0,0,0,4
12/6/2016,0,0,2,0,10,0,0,1,5
13/06/2016,0,0,2,0,7,26,0,0,7
14/06/2016,0,0,3,0,8,0,0,0,6
15/06/2016,0,0,1,1,9,0,0,0,9
16/06/2016,0,0,0,0,12,0,0,1,5
17/06/2016,0,0,1,1,4,0,0,0,5
18/06/2016,0,0,1,1,5,0,0,0,8
19/06/2016,0,0,0,0,8,0,0,0,3
20/06/2016,0,0,0,0,18,29,0,1,4
21/06/2016,0,0,1,0,21,0,0,0,8
22/06/2016,0,0,2,0,5,0,0,0,10
23/06/2016,0,0,1,1,12,0,0,0,4
24/06/2016,0,0,1,0,13,0,0,0,6
25/06/2016,0,0,0,0,10,1,0,1,2
26/06/2016,0,0,0,0,11,1,0,0,1
27/06/2016,0,0,0,0,10,23,1,1,6
28/06/2016,0,0,1,0,16,1,0,0,7
29/06/2016,0,1,2,0,13,0,0,1,8
30/06/2016,0,0,1,0,13,0,1,0,6
1/7/2016,0,0,1,0,9,0,0,1,7
2/7/2016,0,0,1,0,11,0,0,0,3
3/7/2016,0,1,0,0,7,0,0,0,8
4/7/2016,0,0,0,0,4,7,0,0,3
5/7/2016,0,0,1,1,13,1,0,0,9
6/7/2016,0,0,1,0,9,0,0,0,10
7/7/2016,0,0,1,2,13,0,0,0,6
8/7/2016,0,0,4,1,9,0,0,0,9
9/7/2016,0,0,1,0,5,0,0,0,6
10/7/2016,0,1,0,0,5,0,0,0,7
11/7/2016,0,0,2,0,7,38,1,0,7
12/7/2016,0,0,1,0,14,3,0,0,11
13/07/2016,0,0,0,0,13,0,0,0,7
14/07/2016,0,0,2,0,16,0,2,1,9
15/07/2016,0,0,0,1,8,0,0,1,9
16/07/2016,0,0,0,0,10,0,1,0,4
17/07/2016,0,0,0,0,4,1,0,0,7
18/07/2016,0,0,1,1,7,36,0,0,9
19/07/2016,0,0,0,0,14,2,0,0,6
20/07/2016,0,0,1,1,6,0,0,0,8
21/07/2016,0,0,1,0,9,0,1,1,10
22/07/2016,0,0,1,0,15,0,0,0,11
23/07/2016,0,0,0,0,7,0,0,0,8
24/07/2016,0,0,0,0,10,0,0,0,8
25/07/2016,0,0,2,0,6,42,0,0,6
26/07/2016,0,0,1,1,16,0,0,0,7
27/07/2016,0,0,1,0,6,0,1,1,13
28/07/2016,0,0,0,0,3,0,0,0,9
29/07/2016,0,0,0,0,8,0,1,0,7
30/07/2016,0,0,0,0,5,0,0,0,5
31/07/2016,0,0,1,0,2,0,0,0,9
1/8/2016,0,0,0,0,7,36,0,0,8
2/8/2016,0,0,0,0,12,0,0,0,8
3/8/2016,0,0,2,0,5,0,0,2,8
4/8/2016,0,0,0,0,9,0,0,0,3
5/8/2016,0,1,1,0,11,1,0,0,11
6/8/2016,0,0,0,0,3,0,1,0,2
7/8/2016,0,0,0,0,9,1,0,0,5
8/8/2016,0,0,2,1,8,31,0,0,6
9/8/2016,0,0,0,0,9,0,0,0,11
10/8/2016,0,0,1,0,4,0,0,0,6
11/8/2016,0,0,0,0,13,0,0,0,13
12/8/2016,0,0,0,0,3,0,0,0,5
13/08/2016,0,0,0,0,4,0,0,0,7
14/08/2016,0,2,0,0,6,0,0,0,10
15/08/2016,0,0,0,0,16,36,0,0,10
16/08/2016,0,0,1,0,15,0,1,0,9
17/08/2016,0,0,1,0,5,0,0,0,8
18/08/2016,0,0,1,0,6,0,0,0,10
19/08/2016,0,0,2,1,7,0,1,0,7
20/08/2016,0,0,0,0,12,0,0,1,5
21/08/2016,0,0,0,1,7,0,0,0,5
22/08/2016,0,0,0,0,12,41,1,0,7
23/08/2016,0,0,0,0,11,0,0,0,7
24/08/2016,0,0,0,2,10,1,1,1,7
25/08/2016,0,0,1,0,9,0,1,2,7
26/08/2016,0,0,1,0,11,0,2,2,7
27/08/2016,0,0,0,0,9,0,1,1,5
28/08/2016,0,0,0,0,12,0,0,0,4
29/08/2016,0,0,0,0,13,26,0,0,6
30/08/2016,0,0,1,0,15,0,0,0,5
31/08/2016,0,0,0,0,11,0,0,0,5
1/9/2016,0,0,0,0,14,0,0,0,3
2/9/2016,0,0,0,0,9,0,1,2,8
3/9/2016,0,0,0,0,9,1,0,0,0
4/9/2016,0,0,0,0,11,1,0,0,3
5/9/2016,0,0,1,0,8,23,0,1,3
6/9/2016,0,0,0,0,18,1,0,1,4
7/9/2016,0,0,1,0,8,0,1,3,7
8/9/2016,0,0,1,0,9,0,0,1,6
9/9/2016,0,0,2,0,14,0,0,0,8
10/9/2016,0,0,1,0,7,1,0,0,4
11/9/2016,0,1,1,0,4,1,1,0,1
12/9/2016,0,0,0,1,12,34,0,0,5
13/09/2016,0,0,1,0,12,0,1,0,1
14/09/2016,0,0,0,0,9,0,1,0,7
15/09/2016,0,0,0,0,8,0,1,0,7
16/09/2016,0,0,1,0,12,0,0,0,4
17/09/2016,0,0,1,0,10,0,3,0,1
18/09/2016,0,0,0,0,7,0,0,0,2
19/09/2016,0,0,0,0,7,27,0,0,5
20/09/2016,0,0,1,1,16,2,2,0,11
21/09/2016,0,0,3,0,4,1,2,0,8
22/09/2016,0,0,0,0,12,0,1,1,6
23/09/2016,0,1,0,0,9,0,0,1,7
24/09/2016,0,0,0,1,9,0,0,0,3
25/09/2016,0,0,0,0,10,0,1,0,4
26/09/2016,0,0,2,0,13,35,1,0,5
27/09/2016,0,0,1,0,15,0,1,0,2
28/09/2016,0,0,3,1,13,0,0,0,7
29/09/2016,0,0,0,0,15,1,0,1,9
30/09/2016,0,0,2,0,6,0,2,1,5
1/10/2016,0,0,0,0,7,0,1,0,4
2/10/2016,0,0,0,0,3,1,1,0,2
3/10/2016,0,0,3,0,15,28,1,0,7
4/10/2016,0,0,1,0,12,0,2,2,5
5/10/2016,0,1,0,0,7,0,0,1,4
6/10/2016,0,2,4,0,8,0,1,1,5
7/10/2016,0,0,2,2,5,0,2,0,5
8/10/2016,0,0,0,0,4,0,1,0,1
9/10/2016,0,0,0,0,4,0,0,0,3
10/10/2016,0,0,1,1,9,26,1,0,8
11/10/2016,0,0,3,0,15,1,2,1,3
12/10/2016,0,0,0,0,7,0,0,0,10
13/10/2016,0,0,0,0,16,0,4,0,9
14/10/2016,0,0,1,0,9,0,0,0,6
15/10/2016,0,0,2,0,8,0,1,0,2
16/10/2016,0,0,0,0,4,0,1,0,0
17/10/2016,0,1,0,0,16,42,3,0,9
18/10/2016,0,1,0,0,22,1,6,0,6
19/10/2016,0,0,2,0,8,0,3,1,8
20/10/2016,0,0,0,0,9,0,3,0,6
21/10/2016,0,0,0,0,9,0,1,0,5
22/10/2016,0,0,0,0,9,0,5,0,3
23/10/2016,0,0,0,0,9,0,3,1,0
24/10/2016,0,0,0,0,9,37,2,0,7
25/10/2016,0,0,0,0,24,1,5,0,4
26/10/2016,0,0,1,1,19,0,2,0,9
27/10/2016,0,0,2,0,16,1,4,1,5
28/10/2016,0,0,0,0,13,0,1,0,1
29/10/2016,0,0,0,0,7,0,1,0,2
30/10/2016,0,0,0,0,7,1,6,0,3
31/10/2016,0,0,0,0,13,27,3,0,6
1/11/2016,0,0,0,0,14,0,12,0,2
2/11/2016,0,0,0,0,7,0,12,0,7
3/11/2016,0,0,3,0,14,0,9,1,5
4/11/2016,0,0,1,0,10,0,16,0,5
5/11/2016,0,1,0,0,13,0,5,0,5
6/11/2016,0,0,0,0,8,0,8,0,3
7/11/2016,0,0,0,0,12,39,19,0,6
8/11/2016,0,0,2,0,27,0,12,0,6
9/11/2016,0,0,0,0,8,0,13,0,5
10/11/2016,0,0,0,0,12,0,22,0,5
11/11/2016,0,0,1,0,16,0,13,1,5
12/11/2016,0,0,0,0,3,0,4,0,0
13/11/2016,0,0,0,0,10,0,6,0,4
14/11/2016,0,0,2,0,19,39,23,0,6
15/11/2016,0,0,3,0,16,2,22,1,4
16/11/2016,0,0,1,0,18,0,13,0,10
17/11/2016,0,0,3,1,23,0,67,0,2
18/11/2016,0,0,3,0,19,0,11,0,11
19/11/2016,0,0,0,0,8,0,11,1,3
20/11/2016,0,0,0,0,9,0,11,0,0
21/11/2016,0,0,0,0,13,43,18,0,3
22/11/2016,0,0,0,0,16,1,15,0,3
23/11/2016,0,0,0,0,11,0,10,0,8
24/11/2016,0,0,2,0,10,0,16,0,3
25/11/2016,0,0,1,0,10,0,21,0,3
26/11/2016,0,0,1,1,7,0,19,0,2
27/11/2016,0,0,0,0,8,0,19,0,0
28/11/2016,0,0,0,0,10,42,42,0,7
29/11/2016,0,0,3,0,10,4,35,0,2
30/11/2016,0,0,2,0,12,0,45,2,7
1/12/2016,0,0,4,0,8,0,57,2,4
2/12/2016,0,0,3,1,12,0,49,0,3
3/12/2016,0,0,0,0,8,0,42,0,3
4/12/2016,0,0,0,0,12,1,29,0,3
5/12/2016,0,0,2,0,20,37,46,0,5
6/12/2016,0,0,2,1,13,6,49,0,8
7/12/2016,0,0,0,0,13,0,72,2,6
8/12/2016,0,0,0,0,13,0,44,0,4
9/12/2016,0,0,6,0,12,0,57,1,5
10/12/2016,0,0,0,0,12,0,45,0,3
11/12/2016,0,1,0,0,4,0,33,0,4
12/12/2016,0,0,0,1,9,32,67,0,6
13/12/2016,0,0,0,0,10,2,45,0,10
14/12/2016,0,0,2,0,10,0,65,3,7
15/12/2016,0,0,1,1,10,0,60,0,5
16/12/2016,0,0,0,0,5,0,81,3,8
17/12/2016,0,0,0,0,10,0,51,0,3
18/12/2016,0,0,2,0,5,0,61,2,2
19/12/2016,0,1,6,0,15,27,67,0,3
20/12/2016,0,0,2,0,9,3,55,0,6
21/12/2016,0,0,0,0,10,1,79,0,4
22/12/2016,0,0,3,0,4,0,65,0,4
23/12/2016,0,0,2,1,7,0,98,0,4
24/12/2016,0,0,0,0,4,0,180,0,0
25/12/2016,0,0,0,1,10,0,211,0,1
26/12/2016,0,0,0,0,9,18,59,0,4
27/12/2016,0,1,0,0,11,0,24,0,3
28/12/2016,0,1,3,0,5,0,23,0,6
29/12/2016,0,0,2,0,11,0,9,1,4
30/12/2016,0,0,2,0,3,0,13,0,5
31/12/2016,0,0,0,0,3,0,1,0,3
1/1/2017,0,0,1,0,6,0,1,1,3
2/1/2017,0,0,2,0,14,27,2,0,1
3/1/2017,0,0,0,0,5,3,7,0,4
4/1/2017,0,1,0,0,8,0,5,2,3
5/1/2017,0,0,1,0,10,0,1,1,3
6/1/2017,0,0,0,0,6,0,0,0,3
7/1/2017,0,0,0,0,6,1,3,1,1
8/1/2017,0,0,1,0,4,0,1,1,4
9/1/2017,0,0,2,0,12,31,0,2,6
10/1/2017,0,1,2,0,19,2,1,0,2
11/1/2017,0,1,0,0,3,0,0,0,2
12/1/2017,0,2,1,0,14,0,0,0,5
13/01/2017,0,0,0,0,14,0,0,0,5
14/01/2017,0,0,0,0,6,0,0,1,5
15/01/2017,0,0,0,0,13,0,1,1,1
16/01/2017,0,0,0,0,17,29,2,1,4
17/01/2017,0,0,0,0,22,4,1,2,2
18/01/2017,0,1,0,0,14,0,1,0,7
19/01/2017,0,0,0,0,5,0,0,1,9
20/01/2017,0,0,1,0,14,0,0,0,1
21/01/2017,0,0,0,0,11,0,0,0,4
22/01/2017,0,0,0,0,12,0,0,0,4
23/01/2017,0,0,1,0,10,33,1,1,3
24/01/2017,0,0,3,0,16,2,0,0,5
25/01/2017,0,0,1,0,14,0,0,0,4
26/01/2017,0,0,2,0,30,0,0,0,5
27/01/2017,0,0,1,0,12,0,0,0,3
28/01/2017,0,0,1,0,4,0,0,0,7
29/01/2017,0,0,0,0,4,0,1,0,7
30/01/2017,0,0,0,0,14,32,0,4,4
31/01/2017,0,0,2,0,20,5,1,1,6
1/2/2017,0,0,2,0,10,0,0,2,5
2/2/2017,0,1,1,1,8,0,1,0,8
3/2/2017,0,0,0,0,10,0,0,2,8
4/2/2017,0,0,0,0,11,0,0,1,3
5/2/2017,0,0,0,0,6,0,0,0,4
6/2/2017,0,0,0,0,17,43,0,0,6
7/2/2017,0,0,2,0,19,6,0,1,5
8/2/2017,0,0,5,0,18,0,0,0,8
9/2/2017,0,0,3,0,16,0,0,0,5
10/2/2017,0,0,0,0,9,0,0,1,6
11/2/2017,0,0,0,0,12,0,0,0,2
12/2/2017,0,0,0,0,9,0,0,0,2
13/02/2017,0,0,2,0,11,29,0,0,4
14/02/2017,0,0,1,0,16,5,0,1,6
15/02/2017,0,0,0,0,11,0,1,0,2
16/02/2017,0,0,0,0,15,0,0,0,8
17/02/2017,0,0,1,0,11,0,1,0,5
18/02/2017,0,1,1,1,13,0,0,0,5
19/02/2017,0,1,0,0,13,0,1,0,1
20/02/2017,0,0,0,0,18,26,0,0,3
21/02/2017,0,1,2,0,22,0,0,0,6
22/02/2017,0,0,3,3,13,1,1,0,7
23/02/2017,0,2,3,0,11,0,0,0,9
24/02/2017,0,0,1,0,8,0,0,0,6
25/02/2017,0,0,1,0,16,0,0,0,3
26/02/2017,0,0,0,0,10,0,1,0,5
27/02/2017,0,0,3,0,14,44,0,0,5
28/02/2017,0,0,1,2,15,2,0,0,2
1/3/2017,0,1,0,0,12,0,0,0,9
2/3/2017,0,0,3,0,15,0,0,0,7
3/3/2017,0,0,3,0,10,0,1,0,7
4/3/2017,0,0,1,0,11,0,0,0,5
5/3/2017,0,0,0,0,9,0,1,0,5
6/3/2017,0,0,2,0,15,41,0,1,4
7/3/2017,0,1,0,1,28,4,0,0,10
8/3/2017,0,1,3,0,13,0,0,0,11
9/3/2017,0,0,2,0,10,0,0,0,7
10/3/2017,0,1,6,0,16,0,0,0,5
11/3/2017,0,0,0,0,9,0,1,0,6
12/3/2017,0,0,0,0,7,1,0,0,1
13/03/2017,0,1,2,0,22,30,0,0,3
14/03/2017,0,1,2,0,20,3,1,0,3
15/03/2017,0,0,3,0,15,0,0,1,4
16/03/2017,0,1,0,0,8,0,0,0,8
17/03/2017,0,1,3,0,12,0,0,0,6
18/03/2017,0,5,1,1,9,0,0,0,0
19/03/2017,0,2,0,0,14,0,0,0,1
20/03/2017,0,3,1,0,12,26,0,0,4
21/03/2017,0,1,0,1,17,2,1,1,3
22/03/2017,0,0,0,0,16,0,0,0,1
23/03/2017,0,2,1,3,10,0,0,1,1
24/03/2017,0,0,3,0,17,0,0,0,5
25/03/2017,0,0,1,0,14,0,1,0,1
26/03/2017,0,0,1,0,10,1,0,0,1
27/03/2017,0,0,2,0,17,35,3,0,2
28/03/2017,0,0,1,0,17,3,0,1,4
29/03/2017,0,0,2,0,16,0,0,0,15
30/03/2017,0,0,1,0,16,0,0,0,5
31/03/2017,0,0,0,4,17,0,0,0,3
1/4/2017,0,0,0,0,13,0,0,1,3
2/4/2017,0,0,1,0,9,0,0,0,14
3/4/2017,0,1,0,0,22,36,0,0,1
4/4/2017,0,0,0,1,12,4,0,0,6
5/4/2017,0,0,0,0,14,0,0,0,9
6/4/2017,0,0,1,1,15,0,1,1,4
7/4/2017,0,0,0,0,19,0,0,0,5
8/4/2017,0,0,0,0,17,0,0,0,1
9/4/2017,0,0,0,0,12,2,1,1,6
10/4/2017,0,0,1,0,14,43,0,0,6
11/4/2017,0,0,0,0,21,3,0,0,7
12/4/2017,0,0,1,0,12,0,0,0,6
13/04/2017,0,0,0,0,22,0,0,1,3
14/04/2017,0,0,1,0,20,0,0,0,2
15/04/2017,0,0,4,0,12,0,0,0,0
16/04/2017,0,0,1,0,11,0,0,0,4
17/04/2017,0,0,0,0,16,28,0,0,4
18/04/2017,0,0,1,0,19,2,0,0,1
19/04/2017,0,0,1,0,12,0,0,0,4
20/04/2017,0,0,0,0,13,0,0,0,7
21/04/2017,0,0,0,0,19,0,0,0,10
22/04/2017,0,0,1,0,13,0,0,0,6
23/04/2017,0,0,3,0,14,0,1,0,3
24/04/2017,0,0,1,0,20,32,1,0,5
25/04/2017,0,0,0,0,27,4,0,0,5
26/04/2017,0,0,0,0,14,0,0,0,12
27/04/2017,0,0,0,0,23,0,0,0,12
28/04/2017,0,0,0,0,14,0,1,1,3
29/04/2017,0,2,0,0,14,0,0,0,4
30/04/2017,0,0,1,0,10,0,0,0,3
1/5/2017,0,0,1,0,20,27,0,1,8
2/5/2017,0,0,1,0,15,3,2,0,3
3/5/2017,0,0,3,0,11,0,0,0,4
4/5/2017,0,0,0,0,15,0,1,0,5
5/5/2017,0,2,2,0,14,0,0,0,7
6/5/2017,0,0,1,0,12,0,0,0,2
7/5/2017,0,0,0,0,11,0,0,0,8
8/5/2017,0,2,1,1,16,36,0,0,5
9/5/2017,0,1,3,0,20,2,0,0,9
10/5/2017,0,1,2,0,14,0,0,0,6
11/5/2017,0,0,2,0,15,0,0,0,11
12/5/2017,0,0,4,0,21,0,0,0,1
13/05/2017,0,0,1,0,20,0,0,0,6
14/05/2017,0,0,0,0,9,0,0,0,3
15/05/2017,0,0,1,0,22,41,0,1,2
16/05/2017,0,0,1,0,31,3,0,0,8
17/05/2017,0,0,3,0,17,0,0,0,6
18/05/2017,0,1,1,0,49,0,0,0,3
19/05/2017,0,0,1,1,17,0,0,2,8
20/05/2017,0,0,1,0,7,0,0,7,1
21/05/2017,0,0,0,0,10,0,0,0,5
22/05/2017,0,0,4,0,22,31,0,0,3
23/05/2017,0,0,1,0,27,2,0,0,16
24/05/2017,0,0,4,0,17,0,0,1,4
25/05/2017,0,1,4,0,27,0,0,1,11
26/05/2017,0,0,0,0,17,0,0,1,5
27/05/2017,0,0,1,1,21,0,0,1,3
28/05/2017,0,1,1,0,9,2,0,2,5
29/05/2017,0,0,1,0,16,14,0,0,3
30/05/2017,0,0,1,0,22,3,0,0,9
31/05/2017,0,0,0,0,19,0,0,0,6
1/6/2017,0,1,1,0,32,0,0,0,8
2/6/2017,0,0,0,0,17,0,0,0,8
3/6/2017,0,0,0,0,23,0,0,1,4
4/6/2017,0,0,0,0,16,0,0,0,3
5/6/2017,0,0,0,0,17,34,0,0,10
6/6/2017,0,0,2,0,31,3,0,0,4
7/6/2017,0,0,2,0,14,0,1,2,6
8/6/2017,0,0,2,0,23,0,0,0,11
9/6/2017,0,0,1,0,20,0,1,0,7
10/6/2017,0,0,1,0,12,0,0,0,9
11/6/2017,0,2,2,0,11,0,1,0,2
12/6/2017,0,1,3,0,23,35,0,0,6
13/06/2017,0,3,5,0,19,6,0,0,7
14/06/2017,0,2,1,0,17,0,0,2,6
15/06/2017,0,0,0,0,27,0,0,0,9
16/06/2017,0,1,2,0,18,0,0,0,8
17/06/2017,0,1,1,0,11,0,0,0,3
18/06/2017,0,0,1,0,10,0,0,1,2
19/06/2017,0,1,1,2,18,34,0,0,8
20/06/2017,0,2,2,11,27,0,0,1,6
21/06/2017,0,1,2,0,11,0,0,1,3
22/06/2017,0,2,4,0,16,0,1,0,4
23/06/2017,0,2,0,5,17,0,0,0,9
24/06/2017,0,1,1,0,20,0,0,0,6
25/06/2017,0,1,2,0,13,0,1,0,0
26/06/2017,0,2,1,1,16,42,0,0,7
27/06/2017,0,2,2,0,24,0,1,0,2
28/06/2017,0,2,2,0,17,0,0,0,5
29/06/2017,0,2,2,0,20,0,0,1,14
30/06/2017,0,1,1,1,17,0,0,0,2
1/7/2017,0,2,2,0,20,0,0,0,0
2/7/2017,0,0,1,1,21,0,0,0,1
3/7/2017,0,1,2,0,19,18,0,0,2
4/7/2017,0,0,0,0,28,1,5,0,6
5/7/2017,0,1,0,0,13,0,0,0,5
6/7/2017,0,1,1,2,25,0,1,0,12
7/7/2017,0,1,2,0,22,0,0,0,9
8/7/2017,0,0,2,0,17,0,0,0,2
9/7/2017,0,0,4,0,10,0,0,0,3
10/7/2017,0,1,3,1,22,46,0,0,2
11/7/2017,0,0,0,1,30,0,0,0,5
12/7/2017,0,0,3,0,24,0,0,0,9
13/07/2017,0,2,2,0,30,0,0,0,7
14/07/2017,0,3,1,0,21,0,1,1,11
15/07/2017,0,2,2,0,13,0,0,0,3
16/07/2017,0,0,3,0,16,1,1,0,0
17/07/2017,0,1,1,0,17,34,1,0,2
18/07/2017,0,0,1,0,28,4,1,0,7
19/07/2017,0,2,1,0,23,0,1,0,13
20/07/2017,0,1,2,0,23,0,1,0,20
21/07/2017,0,3,4,0,17,0,0,0,6
22/07/2017,0,0,2,0,9,0,0,1,2
23/07/2017,0,1,1,0,13,1,0,0,1
24/07/2017,0,0,0,0,27,42,0,0,10
25/07/2017,0,1,4,0,29,3,0,0,10
26/07/2017,0,0,4,0,22,0,1,0,6
27/07/2017,0,3,1,0,19,0,1,0,6
28/07/2017,0,2,1,0,30,0,1,0,3
29/07/2017,0,1,3,0,8,0,0,0,6
30/07/2017,0,0,1,0,14,0,0,0,4
31/07/2017,0,0,0,0,25,35,0,0,13
1/8/2017,0,0,2,1,26,1,0,0,4
2/8/2017,0,2,2,1,16,0,0,0,7
3/8/2017,0,1,4,0,19,0,0,0,8
4/8/2017,0,2,1,0,15,0,0,0,4
5/8/2017,0,1,6,0,16,0,0,1,5
6/8/2017,0,1,1,0,15,0,0,1,2
7/8/2017,0,1,4,0,20,37,0,1,7
8/8/2017,0,1,0,0,26,0,0,1,15
9/8/2017,0,2,1,1,22,0,1,1,4
10/8/2017,0,2,3,0,14,0,0,0,6
11/8/2017,0,1,1,0,22,0,0,0,9
12/8/2017,0,1,0,0,10,0,0,0,4
13/08/2017,0,1,8,0,6,0,0,0,6
14/08/2017,0,4,5,0,24,40,2,0,5
15/08/2017,0,2,5,0,24,1,0,2,8
16/08/2017,0,2,4,0,24,0,0,0,5
17/08/2017,0,3,3,0,18,0,0,1,5
